id,chart,action,item,label,lat,lng,doc,effective,use,all_nearest_id,all_dist_nmi,all_a1_to_2,use_nearest_id,use_dist_nmi,use_a1_to_2
813,18650,revise,SOUNDING IN FT,48,37.82192,-122.3828,"LNM 42/00, 11th Dist",2000w42,n,57,0.1374740506113171,180.0,,,
814,18650,revise,SOUNDING IN FT,42,37.82053,-122.3797,"LNM 42/00, 11th Dist",2000w42,n,815,0.15947703523749382,157.25829874545184,,,
815,18650,revise,SOUNDING IN FT,40,37.81808,-122.3784,"LNM 42/00, 11th Dist",2000w42,n,814,0.15947703523737228,337.2590958706959,,,
816,18650,revise,SOUNDING IN FT,37,37.81633,-122.3761,"LNM 42/00, 11th Dist",2000w42,n,817,0.14467797729241735,180.0,,,
817,18650,revise,SOUNDING IN FT,50,37.81392,-122.3761,"LNM 42/00, 11th Dist",2000w42,n,818,0.09425589723007861,130.99623795252472,,,
818,18650,revise,SOUNDING IN FT,48,37.81289,-122.3746,"LNM 42/00, 11th Dist",2000w42,n,817,0.09425589723006592,310.99715759038764,,,
807,18650,revise,SOUNDING IN FT,31,37.83186,-122.3886,"LNM 42/00, 11th Dist",2000w42,n,808,0.21118491135839712,220.62606091272923,,,
808,18650,revise,SOUNDING IN FT,44,37.82919,-122.3915,"LNM 42/00, 11th Dist",2000w42,n,429,0.09154220961545763,226.4828017495655,,,
809,18650,revise,SOUNDING IN FT,37,37.82828,-122.3867,"LNM 42/00, 11th Dist",2000w42,n,810,0.18474799882151413,225.94374532906713,,,
810,18650,revise,SOUNDING IN FT,52,37.82614,-122.3895,"LNM 42/00, 11th Dist",2000w42,n,56,0.0563377823126539,329.66872495084704,,,
811,18650,revise,SOUNDING IN FT,36,37.82611,-122.3829,"LNM 42/00, 11th Dist",2000w42,n,812,0.1746362452535397,240.3306265179881,,,
812,18650,revise,SOUNDING IN FT,48,37.82467,-122.3861,"LNM 42/00, 11th Dist",2000w42,n,811,0.17463624525357518,60.3286640951535,,,
813,18650,revise,SOUNDING IN FT,48,37.82192,-122.3828,"LNM 42/00, 11th Dist",2000w42,n,57,0.1374740506113171,180.0,,,
814,18650,revise,SOUNDING IN FT,42,37.82053,-122.3797,"LNM 42/00, 11th Dist",2000w42,n,815,0.15947703523749382,157.25829874545184,,,
815,18650,revise,SOUNDING IN FT,40,37.81808,-122.3784,"LNM 42/00, 11th Dist",2000w42,n,814,0.15947703523737228,337.2590958706959,,,
816,18650,revise,SOUNDING IN FT,37,37.81633,-122.3761,"LNM 42/00, 11th Dist",2000w42,n,817,0.14467797729241735,180.0,,,
817,18650,revise,SOUNDING IN FT,50,37.81392,-122.3761,"LNM 42/00, 11th Dist",2000w42,n,818,0.09425589723007861,130.99623795252472,,,
818,18650,revise,SOUNDING IN FT,48,37.81289,-122.3746,"LNM 42/00, 11th Dist",2000w42,n,817,0.09425589723006592,310.99715759038764,,,
541,18654,revise,CARQUINEZ OIL WHARF LTS EAST,Q 10ft Priv,38.05889,-122.2411,"LNM 44/00, 11th Dist",2000w44,n,225,0.00476471592151975,82.76193309633965,,,
542,18654,revise,CARQUINEZ OIL WHARF LTS WEST,Q 10ft Priv,38.05889,-122.2417,"LNM 44/00, 11th Dist",2000w44,n,226,0.006324611144866977,228.36208075172576,,,
541,18654,revise,CARQUINEZ OIL WHARF LTS EAST,Q 10ft Priv,38.05889,-122.2411,"LNM 44/00, 11th Dist",2000w44,n,225,0.00476471592151975,82.76193309633965,,,
542,18654,revise,CARQUINEZ OIL WHARF LTS WEST,Q 10ft Priv,38.05889,-122.2417,"LNM 44/00, 11th Dist",2000w44,n,226,0.006324611144866977,228.36208075172576,,,
519,18654,revise,DEPTH LEGEND,6 FT FOR MID-WIDTH OF 150 FT AUG 2000,38.08792,-122.4433,"LNM 51/00, 11th Dist",2000w51,n,488,0.10841377551071288,51.67074341771337,,,
520,18654,add,SOUNDING IN FT,5,38.07169,-122.4273,"LNM 51/00, 11th Dist",2000w51,n,404,0.04174499238836923,153.0739162205616,,,
521,18654,add,SOUNDING IN FT,5,38.1058,-122.4554,"LNM 51/00, 11th Dist",2000w51,n,478,0.013906908117240189,317.20866305018296,,,
522,18654,revise,SOUNDING IN FT,8,38.20581,-122.5743,"LNM 51/00, 11th Dist",2000w51,n,397,0.2571492299257455,120.43501364875908,,,
523,18654,delete,SOUNDING IN FT,10,38.20825,-122.5805,"LNM 51/00, 11th Dist",2000w51,n,496,0.05906260357024503,118.53536394092009,,,
524,18654,revise,SOUNDING IN FT,6,38.20919,-122.5834,"LNM 51/00, 11th Dist",2000w51,n,497,0.0018009304012433234,0.0,,,
525,18654,revise,SOUNDING IN FT,7,38.21455,-122.5886,"LNM 51/00, 11th Dist",2000w51,n,499,0.014801388270941714,140.40736863518975,,,
526,18654,revise,SOUNDING IN FT,5,38.21656,-122.5905,"LNM 51/00, 11th Dist",2000w51,n,500,0.014801204664441441,320.4083430754058,,,
527,18654,add,SOUNDING IN FT,2,38.21797,-122.5918,"LNM 51/00, 11th Dist",2000w51,n,501,0.0018009295037699933,0.0,,,
528,18654,revise,SOUNDING IN FT,2,38.22108,-122.5959,"LNM 51/00, 11th Dist",2000w51,n,503,0.0018009291884536701,180.0,,,
529,18654,revise,SOUNDING IN FT,1,38.22108,-122.6004,"LNM 51/00, 11th Dist",2000w51,n,504,0.05115386538207631,112.78426229802574,,,
530,18654,revise,SOUNDING IN FT,1,38.22192,-122.6044,"LNM 51/00, 11th Dist",2000w51,n,505,0.00950841297717903,82.7458835760334,,,
531,18654,revise,SOUNDING IN FT,5,38.22339,-122.6053,"LNM 51/00, 11th Dist",2000w51,n,506,0.012342419795199844,337.53613794033976,,,
532,18654,revise,SOUNDING IN FT,2,38.2255,-122.6081,"LNM 51/00, 11th Dist",2000w51,n,507,0.00673080030441002,315.52104885012164,,,
533,18654,delete,SOUNDING IN FT,9,38.22675,-122.6102,"LNM 51/00, 11th Dist",2000w51,n,454,0.01744417488699794,305.8047827079515,,,
534,18654,revise,SOUNDING IN FT,3,38.22797,-122.6123,"LNM 51/00, 11th Dist",2000w51,n,509,0.0055899643720436236,237.52358280143972,,,
535,18654,delete,SOUNDING IN FT,9,38.22892,-122.6167,"LNM 51/00, 11th Dist",2000w51,n,495,0.008114353153931426,324.4682247493092,,,
536,18654,add,SOUNDING IN FT,2,38.22944,-122.6217,"LNM 51/00, 11th Dist",2000w51,n,241,0.01887221144582397,268.1772849002949,,,
537,18654,revise,SOUNDING IN FT,1,38.22992,-122.6273,"LNM 51/00, 11th Dist",2000w51,n,513,0.015143485366248396,110.90204633893728,,,
538,18654,revise,SOUNDING IN FT,1,38.23147,-122.6289,"LNM 51/00, 11th Dist",2000w51,n,514,0.005047730475525695,69.09740716010674,,,
539,18654,revise,SOUNDING IN FT,2,38.23339,-122.6318,"LNM 51/00, 11th Dist",2000w51,n,516,0.00180092792717312,180.0,,,
540,18654,revise,SOUNDING IN FT,3,38.23531,-122.6377,"LNM 51/00, 11th Dist",2000w51,n,447,0.008114113623028748,144.4705027390031,,,
519,18654,revise,DEPTH LEGEND,6 FT FOR MID-WIDTH OF 150 FT AUG 2000,38.08792,-122.4433,"LNM 51/00, 11th Dist",2000w51,n,488,0.10841377551071288,51.67074341771337,,,
520,18654,add,SOUNDING IN FT,5,38.07169,-122.4273,"LNM 51/00, 11th Dist",2000w51,n,404,0.04174499238836923,153.0739162205616,,,
521,18654,add,SOUNDING IN FT,5,38.1058,-122.4554,"LNM 51/00, 11th Dist",2000w51,n,478,0.013906908117240189,317.20866305018296,,,
522,18654,revise,SOUNDING IN FT,8,38.20581,-122.5743,"LNM 51/00, 11th Dist",2000w51,n,397,0.2571492299257455,120.43501364875908,,,
523,18654,delete,SOUNDING IN FT,10,38.20825,-122.5805,"LNM 51/00, 11th Dist",2000w51,n,496,0.05906260357024503,118.53536394092009,,,
524,18654,revise,SOUNDING IN FT,6,38.20919,-122.5834,"LNM 51/00, 11th Dist",2000w51,n,497,0.0018009304012433234,0.0,,,
525,18654,revise,SOUNDING IN FT,7,38.21455,-122.5886,"LNM 51/00, 11th Dist",2000w51,n,499,0.014801388270941714,140.40736863518975,,,
526,18654,revise,SOUNDING IN FT,5,38.21656,-122.5905,"LNM 51/00, 11th Dist",2000w51,n,500,0.014801204664441441,320.4083430754058,,,
527,18654,add,SOUNDING IN FT,2,38.21797,-122.5918,"LNM 51/00, 11th Dist",2000w51,n,501,0.0018009295037699933,0.0,,,
528,18654,revise,SOUNDING IN FT,2,38.22108,-122.5959,"LNM 51/00, 11th Dist",2000w51,n,503,0.0018009291884536701,180.0,,,
529,18654,revise,SOUNDING IN FT,1,38.22108,-122.6004,"LNM 51/00, 11th Dist",2000w51,n,504,0.05115386538207631,112.78426229802574,,,
530,18654,revise,SOUNDING IN FT,1,38.22192,-122.6044,"LNM 51/00, 11th Dist",2000w51,n,505,0.00950841297717903,82.7458835760334,,,
531,18654,revise,SOUNDING IN FT,5,38.22339,-122.6053,"LNM 51/00, 11th Dist",2000w51,n,506,0.012342419795199844,337.53613794033976,,,
532,18654,revise,SOUNDING IN FT,2,38.2255,-122.6081,"LNM 51/00, 11th Dist",2000w51,n,507,0.00673080030441002,315.52104885012164,,,
533,18654,delete,SOUNDING IN FT,9,38.22675,-122.6102,"LNM 51/00, 11th Dist",2000w51,n,454,0.01744417488699794,305.8047827079515,,,
534,18654,revise,SOUNDING IN FT,3,38.22797,-122.6123,"LNM 51/00, 11th Dist",2000w51,n,509,0.0055899643720436236,237.52358280143972,,,
535,18654,delete,SOUNDING IN FT,9,38.22892,-122.6167,"LNM 51/00, 11th Dist",2000w51,n,495,0.008114353153931426,324.4682247493092,,,
536,18654,add,SOUNDING IN FT,2,38.22944,-122.6217,"LNM 51/00, 11th Dist",2000w51,n,241,0.01887221144582397,268.1772849002949,,,
537,18654,revise,SOUNDING IN FT,1,38.22992,-122.6273,"LNM 51/00, 11th Dist",2000w51,n,513,0.015143485366248396,110.90204633893728,,,
538,18654,revise,SOUNDING IN FT,1,38.23147,-122.6289,"LNM 51/00, 11th Dist",2000w51,n,514,0.005047730475525695,69.09740716010674,,,
539,18654,revise,SOUNDING IN FT,2,38.23339,-122.6318,"LNM 51/00, 11th Dist",2000w51,n,516,0.00180092792717312,180.0,,,
540,18654,revise,SOUNDING IN FT,3,38.23531,-122.6377,"LNM 51/00, 11th Dist",2000w51,n,447,0.008114113623028748,144.4705027390031,,,
433,18653,revise,SAN FRANCISCO EN LB 6,"R ""6"" Fl R 2.5s",37.91624,-122.4223,"LNM 02/01, 11th Dist",2001w02,n,252,0.0,0.0,,,
434,18653,relocate,SAN FRANCISCO EN LB 1,"G ""1"" Fl G 4s",37.89025,-122.4204,"LNM 02/01, 11th Dist",2001w02,n,354,0.015738054669384948,162.48031423857094,,,
435,18653,relocate,SAN FRANCISCO EN LB 2,"R ""2"" Fl R 2.5s",37.89057,-122.4176,"LNM 02/01, 11th Dist",2001w02,n,353,0.004775527361226605,97.22160087672768,,,
431,18653,delete,SAN FRANCISCO EN LB 1,"G ""1"" Fl G 4s",37.92926,-122.428,"LNM 02/01, 11th Dist",2001w02,y,205,0.12643894746322978,69.42964615057724,439,0.2821966398049932,169.36294062741308
432,18653,delete,SAN FRANCISCO EN LB 5,"G ""5"" Fl G 2.5s",37.92199,-122.427,"LNM 02/01, 11th Dist",2001w02,y,439,0.15915523372495105,1.70500774099321,439,0.15915523372495105,1.70500774099321
433,18653,revise,SAN FRANCISCO EN LB 6,"R ""6"" Fl R 2.5s",37.91624,-122.4223,"LNM 02/01, 11th Dist",2001w02,n,252,0.0,0.0,,,
434,18653,relocate,SAN FRANCISCO EN LB 1,"G ""1"" Fl G 4s",37.89025,-122.4204,"LNM 02/01, 11th Dist",2001w02,n,354,0.015738054669384948,162.48031423857094,,,
435,18653,relocate,SAN FRANCISCO EN LB 2,"R ""2"" Fl R 2.5s",37.89057,-122.4176,"LNM 02/01, 11th Dist",2001w02,n,353,0.004775527361226605,97.22160087672768,,,
436,18653,add,LB 3,"G ""3"" Fl G 2.5s",37.9036,-122.4229,"LNM 02/01, 11th Dist",2001w02,y,10,0.03870784242736977,142.27514597260046,437,0.13384735153463295,82.2663439336153
437,18653,add,LB 4,"R ""4"" Fl R 4s",37.9039,-122.4201,"LNM 02/01, 11th Dist",2001w02,y,10,0.1193056892261853,245.9481427856824,436,0.13384735153460922,262.26806407670443
438,18653,add,LB 5,"G ""5"" Fl G 4s",37.91599,-122.4252,"LNM 02/01, 11th Dist",2001w02,y,361,0.024475383105765657,11.157084350329114,432,0.3701417529082079,346.6856776424914
439,18653,add,LB 7,"G ""7"" Fl G 2.5s",37.92464,-122.4269,"LNM 02/01, 11th Dist",2001w02,y,355,0.032057214882840156,47.61132441999996,432,0.15915523372502285,181.70506920161858
806,18650,revise,OAKLAND OUT/INNER HBR TAB,NONE,37.81028,-122.2897,"LNM 04/01, 11th Dist",2001w04,n,7,0.0,0.0,,,
806,18650,revise,OAKLAND OUT/INNER HBR TAB,NONE,37.81028,-122.2897,"LNM 04/01, 11th Dist",2001w04,n,7,0.0,0.0,,,
518,18654,revise,PINOLE SHOAL TAB,AUG 2000,37.98083,-122.2447,"LNM 06/01, 11th Dist",2001w06,n,1,0.0,0.0,,,
518,18654,revise,PINOLE SHOAL TAB,AUG 2000,37.98083,-122.2447,"LNM 06/01, 11th Dist",2001w06,n,1,0.0,0.0,,,
517,18654,revise,MARE I TAB,APR 2000,38.01667,-122.2542,"LNM 08/01, 11th Dist",2001w08,n,473,0.44820260283662194,135.00519837694526,,,
517,18654,revise,MARE I TAB,APR 2000,38.01667,-122.2542,"LNM 08/01, 11th Dist",2001w08,n,473,0.44820260283662194,135.00519837694526,,,
337,18651,add,WRECK,PA,37.64333,-122.3583,"LNM 12/01, 11th Dist",2001w12,y,317,0.6186806991392345,200.2305441855159,184,0.7235427074013875,202.81021812371932
757,18650,delete,DASHED MAGENTA LINE,NONE,37.83249,-122.3739,"LNM 13/01, 11th Dist",2001w13,n,800,0.02895686617602166,79.24628111746694,,,
758,18650,delete,DASHED MAGENTA LINE,Pt 2 of 5,37.83317,-122.3763,"LNM 13/01, 11th Dist",2001w13,n,801,0.009649680924818393,29.42915539486222,,,
759,18650,delete,DASHED MAGENTA LINE,NONE,37.83661,-122.3741,"LNM 13/01, 11th Dist",2001w13,n,802,0.01501230528159868,71.34244187056208,,,
760,18650,delete,DASHED MAGENTA LINE,Pt 4 of 5,37.83489,-122.3695,"LNM 13/01, 11th Dist",2001w13,n,803,0.05287813379074468,116.28013294195875,,,
761,18650,delete,DASHED MAGENTA LINE,NONE,37.83202,-122.3674,"LNM 13/01, 11th Dist",2001w13,n,804,0.03667697479132273,115.18614911984321,,,
762,18650,delete,DASHED MAGENTA LINE,Pt 1 of 7,37.71799,-122.3704,"LNM 13/01, 11th Dist",2001w13,n,332,0.0,0.0,,,
763,18650,delete,DASHED MAGENTA LINE,NONE,37.71447,-122.3704,"LNM 13/01, 11th Dist",2001w13,n,333,0.0,0.0,,,
764,18650,delete,DASHED MAGENTA LINE,NONE,37.70823,-122.3592,"LNM 13/01, 11th Dist",2001w13,n,334,0.0,0.0,,,
765,18650,delete,DASHED MAGENTA LINE,NONE,37.70823,-122.3548,"LNM 13/01, 11th Dist",2001w13,n,335,0.0,0.0,,,
